00.01    1.27103865916071e+00    0.00000000000000e+00
00.02    1.27104184078885e+00    0.00000000000000e+00
00.03    1.27104926458784e+00    0.00000000000000e+00
00.04    1.27105880947227e+00    0.00000000000000e+00
00.05    1.27107047544212e+00    0.00000000000000e+00
00.06    1.27108638358282e+00    0.00000000000000e+00
00.07    1.27110388253760e+00    0.00000000000000e+00
00.08    1.27112456312051e+00    0.00000000000000e+00
00.09    1.27114842533157e+00    0.00000000000000e+00
00.10    1.27117387835670e+00    0.00000000000000e+00
00.11    1.27120251300997e+00    0.00000000000000e+00
00.12    1.27123432929138e+00    0.00000000000000e+00
00.13    1.27126826665822e+00    0.00000000000000e+00
00.14    1.27130538565319e+00    0.00000000000000e+00
00.15    1.27134515600496e+00    0.00000000000000e+00
00.16    1.27138810798486e+00    0.00000000000000e+00
00.17    1.27143265077883e+00    0.00000000000000e+00
00.18    1.27148143574366e+00    0.00000000000000e+00
00.19    1.27153181152256e+00    0.00000000000000e+00
00.20    1.27158536892960e+00    0.00000000000000e+00
00.21    1.27164210796478e+00    0.00000000000000e+00
00.22    1.27170149835675e+00    0.00000000000000e+00
00.23    1.27176300983414e+00    0.00000000000000e+00
00.24    1.27182823321103e+00    0.00000000000000e+00
00.25    1.27189504740199e+00    0.00000000000000e+00
00.26    1.27196504322109e+00    0.00000000000000e+00
00.27    1.27203875093969e+00    0.00000000000000e+00
00.28    1.27211457974372e+00    0.00000000000000e+00
00.29    1.27219359017589e+00    0.00000000000000e+00
00.30    1.27227472169348e+00    0.00000000000000e+00
00.31    1.27235903483922e+00    0.00000000000000e+00
00.32    1.27244652961310e+00    0.00000000000000e+00
00.33    1.27253667574376e+00    0.00000000000000e+00
00.34    1.27262947323121e+00    0.00000000000000e+00
00.35    1.27272598261815e+00    0.00000000000000e+00
00.36    1.27282408281916e+00    0.00000000000000e+00
00.37    1.27292589491967e+00    0.00000000000000e+00
00.38    1.27302982810561e+00    0.00000000000000e+00
00.39    1.27313747319105e+00    0.00000000000000e+00
00.40    1.27324723936192e+00    0.00000000000000e+00
00.41    1.27336018716092e+00    0.00000000000000e+00
00.42    1.27347578631671e+00    0.00000000000000e+00
00.43    1.27359509737200e+00    0.00000000000000e+00
00.44    1.27371652951271e+00    0.00000000000000e+00
00.45    1.27384114328157e+00    0.00000000000000e+00
00.46    1.27396840840721e+00    0.00000000000000e+00
00.47    1.27409885516099e+00    0.00000000000000e+00
00.48    1.27423248354291e+00    0.00000000000000e+00
00.49    1.27436876328162e+00    0.00000000000000e+00
00.50    1.27450875491982e+00    0.00000000000000e+00
00.51    1.27465086764345e+00    0.00000000000000e+00
00.52    1.27479616199522e+00    0.00000000000000e+00
00.53    1.27494463797514e+00    0.00000000000000e+00
00.54    1.27509629558319e+00    0.00000000000000e+00
00.55    1.27525060454803e+00    0.00000000000000e+00
00.56    1.27540756486965e+00    0.00000000000000e+00
00.57    1.27556823709077e+00    0.00000000000000e+00
00.58    1.27573209094003e+00    0.00000000000000e+00
00.59    1.27589859614608e+00    0.00000000000000e+00
00.60    1.27606775270891e+00    0.00000000000000e+00
00.61    1.27624115144259e+00    0.00000000000000e+00
00.62    1.27641667126171e+00    0.00000000000000e+00
00.63    1.27659537270896e+00    0.00000000000000e+00
00.64    1.27677778605571e+00    0.00000000000000e+00
00.65    1.27696338103060e+00    0.00000000000000e+00
00.66    1.27715162736228e+00    0.00000000000000e+00
00.67    1.27734358559345e+00    0.00000000000000e+00
00.68    1.27753819518141e+00    0.00000000000000e+00
00.69    1.27773598639751e+00    0.00000000000000e+00
00.70    1.27793748951310e+00    0.00000000000000e+00
00.71    1.27814217425684e+00    0.00000000000000e+00
00.72    1.27834951035736e+00    0.00000000000000e+00
00.73    1.27856055835738e+00    0.00000000000000e+00
