00.01    1.96095160170482e+00    0.00000000000000e+00
00.02    1.96096454032592e+00    0.00000000000000e+00
00.03    1.96098591026160e+00    0.00000000000000e+00
00.04    1.96101687810884e+00    0.00000000000000e+00
00.05    1.96105569397216e+00    0.00000000000000e+00
00.06    1.96110405471991e+00    0.00000000000000e+00
00.07    1.96116026348373e+00    0.00000000000000e+00
00.08    1.96122495658926e+00    0.00000000000000e+00
00.09    1.96130078539329e+00    0.00000000000000e+00
00.10    1.96138345469782e+00    0.00000000000000e+00
00.11    1.96147455531692e+00    0.00000000000000e+00
00.12    1.96157514779332e+00    0.00000000000000e+00
00.13    1.96168480790991e+00    0.00000000000000e+00
00.14    1.96180337658530e+00    0.00000000000000e+00
00.15    1.96192936905968e+00    0.00000000000000e+00
00.16    1.96206533063557e+00    0.00000000000000e+00
00.17    1.96220929930895e+00    0.00000000000000e+00
00.18    1.96236275983962e+00    0.00000000000000e+00
00.19    1.96252470471200e+00    0.00000000000000e+00
00.20    1.96269343705774e+00    0.00000000000000e+00
00.21    1.96287494894318e+00    0.00000000000000e+00
00.22    1.96306377857335e+00    0.00000000000000e+00
00.23    1.96325950173116e+00    0.00000000000000e+00
00.24    1.96346636058746e+00    0.00000000000000e+00
00.25    1.96368112048698e+00    0.00000000000000e+00
00.26    1.96390542527092e+00    0.00000000000000e+00
00.27    1.96413869164079e+00    0.00000000000000e+00
00.28    1.96437938180965e+00    0.00000000000000e+00
00.29    1.96463115464988e+00    0.00000000000000e+00
00.30    1.96489029826196e+00    0.00000000000000e+00
00.31    1.96515903978561e+00    0.00000000000000e+00
00.32    1.96543615959669e+00    0.00000000000000e+00
00.33    1.96572340759068e+00    0.00000000000000e+00
00.34    1.96601850360076e+00    0.00000000000000e+00
00.35    1.96632213697968e+00    0.00000000000000e+00
00.36    1.96663637578574e+00    0.00000000000000e+00
00.37    1.96696005342195e+00    0.00000000000000e+00
00.38    1.96729120788430e+00    0.00000000000000e+00
00.39    1.96763190723106e+00    0.00000000000000e+00
00.40    1.96798257567933e+00    0.00000000000000e+00
00.41    1.96834172846932e+00    0.00000000000000e+00
00.42    1.96871106246935e+00    0.00000000000000e+00
00.43    1.96908824448547e+00    0.00000000000000e+00
00.44    1.96947491835887e+00    0.00000000000000e+00
00.45    1.96987225068654e+00    0.00000000000000e+00
00.46    1.97027647654186e+00    0.00000000000000e+00
00.47    1.97069231533989e+00    0.00000000000000e+00
00.48    1.97111722177812e+00    0.00000000000000e+00
00.49    1.97155050650378e+00    0.00000000000000e+00
00.50    1.97199402546664e+00    0.00000000000000e+00
00.51    1.97244533941844e+00    0.00000000000000e+00
00.52    1.97290625128180e+00    0.00000000000000e+00
00.53    1.97337824581652e+00    0.00000000000000e+00
00.54    1.97385877772008e+00    0.00000000000000e+00
00.55    1.97435049834927e+00    0.00000000000000e+00
00.56    1.97485012002168e+00    0.00000000000000e+00
00.57    1.97536082436544e+00    0.00000000000000e+00
00.58    1.97588011910519e+00    0.00000000000000e+00
00.59    1.97640832240373e+00    0.00000000000000e+00
00.60    1.97694776745504e+00    0.00000000000000e+00
00.61    1.97749574987519e+00    0.00000000000000e+00
00.62    1.97805423166820e+00    0.00000000000000e+00
00.63    1.97862236439991e+00    0.00000000000000e+00
00.64    1.97920104953163e+00    0.00000000000000e+00
00.65    1.97978821900505e+00    0.00000000000000e+00
00.66    1.98038716050259e+00    0.00000000000000e+00
00.67    1.98099405607049e+00    0.00000000000000e+00
